#ip,name,vendor,model,version,accessMethods,interfaceCount,runningSoftwareCount
172.16.3.2,SJ-QA-A-IOS-JunOffice,Cisco,IOS,12.3(8)T4,"SNMP,TELNET",4,126
172.16.3.10,SJ-QA-A-Jnp-FW-01,Juniper,SSG ScreenOS,5.4.0r6.0,SNMP,15
