Application Group Name,package signature,process,parameters ,proces Desc,priority,service (in nmap),
Microsoft Exchange,,Clussvc.exe ,,MS Exchange Cluster Service,10,,PH_SYS_APP_MAIL_SERVER
Microsoft Exchange,,CluAdmin.exe,,MS Exchange Cluster Administrator,10,,PH_SYS_APP_MAIL_SERVER
Microsoft Exchange,,Resrcmon.exe,,MS Exchange Cluster Resource Monitor,10,,PH_SYS_APP_MAIL_SERVER
Microsoft Exchange,,Microsoft.Exchange.Monitoring.exe,,MS Exchange Mailbox Assistant Service,10,,PH_SYS_APP_MAIL_SERVER
Windows Active Directory Tools,,Dsamain.exe,,Windows Active Directory Database Mounting Tool,10,,
Microsoft Exchange,,EdgeCredentialSvc.exe,,MS Exchange Edge Credential Service,10,,PH_SYS_APP_MAIL_SERVER
Microsoft Exchange,,umservice.exe,,MS Exchange Unified Messaging Service,10,,PH_SYS_APP_MAIL_SERVER
Microsoft Exchange,,UMWorkerProcess.exe,,MS Exchange Unified Messaging Worker Process,10,,PH_SYS_APP_MAIL_SERVER
Microsoft WMI,,wmiapsrv.exe,,Microsoft WMI Performance Adapter,10,,
Microsoft WMI,,wbemtest.exe,,Microsoft WMI Tester Program,10,,
Microsft Remote Command Execution Service,,winexesvc.exe,,Microsft Remote Command Execution Service,10,,
Windows Java Update Checker,,jucheck.exe,,Windows Java Update Checker,10,,
Windows NTP Time Synchronization Process,,SymmTime.exe,,NTP Time Synchronization Process,10,,
Windows Vista Task Scheduler Engine,,taskeng.exe,,Windows Vista Task Scheduler Engine,10,,
CommVault Backup,,clbackup.exe,,CommVault Backup Process,10,,
CommVault Backup,,EvMgrC.exe,,CommVault Event Manager Service,10,,
CommVault Backup,,cvd.exe,,CommVault QiNetix Backup,10,,
McAfee EPO Process,,frameworkservice.exe,,McAfee EPO Process,10,,PH_SYS_APP_HOST_AV
StarWind iSCSI Target,,StarWindServiceAE.exe,,StarWind iSCSI Target,10,,
Windows NFS Client,,nfsclnt.exe,,Windows NFS Client,10,,
Windows NFS Server,,nfssvc.exe,,Windows NFS Server,10,nfs,
VMware Physical Desk Helper Service,,vmacthlp.exe,,VMware Physical Desk Helper Service,10,,
Windows Deployment Server,,svchost.exe,"""-k wdsserver""",Windows Deployment Server,10,,
Windows File System Resource Manager,,svchost.exe,"""-k srmsvcs""",Windows File System Resource Manager,10,,
Microsoft Remote Desktop Clip Manager,,rdpclip.exe,,Microsoft Remote Desktop Clip Manager,10,,
VMware VirtualCenter Server,,vpxd.exe,,VMware VirtualCenter Server,10,,PH_SYS_APP_VMW_VIRTUAL_CENTER
Dell OpenManage Server Administration Tools,,dsm_om_connsvc32.exe,,Dell OpenManage SA Connection Service,10,,
Dell OpenManage Server Administration Tools,,dsm_om_shrsvc32.exe,,Dell OpenManage SA Shared Services,10,,
Dell OpenManage Server Administration Tools,,dsm_sa_datamgr32.exe,,Dell OpenManage SA Data Manager,10,,
Dell OpenManage Server Administration Tools,,dsm_sa_eventmgr32.exe,,Dell OpenManage SA Event Manager,10,,
Dell OpenManage Server Administration Tools,,mr2kserv.exe,,Dell OpenManage Storage Array Management Utility,10,,
Cisco Call Manager,,aupair.exe,,Cisco Call Manager Database layer Monitor,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call manager,,ctimanager,,Cisco Call manager call telephony integration Service,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager RIS Data Collector,,RiSDC,,Cisco Call Manager RIS Data Collector,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager Telephony Call Dispatcher,, tcdsrv.exe,,Cisco Call Manager Telephony Call Dispatcher,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,ccm,,CCM Call Processor,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,ccmAgt,,CCM Call Processor Agent,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,acserver,,CCM Attendant Console Server,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,amc,,CCM Alert manager Collector,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,ipvmsd,,CCM IP Voice Media Streaming Server,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,CTLProvider,,CCM Cisco Trust List Provider Service,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,CTLAgent,,CCM Cisco Trust List Client,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,carschlr,,CCM CAR Scheduler Service,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,cef,,CCM Cisco Extension Function,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,cdrrep,,CCM CDR Repository Manager,10,,PH_SYS_APP_VOIP_SERVER
Cisco Call Manager,,cdragent,,CCM CDR Agent,10,,PH_SYS_APP_VOIP_SERVER      
Cisco Call Manager,,rtmtreporter,,CCM Real Time Monitoring Service,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unified Meeting PlaceDirectory Services,,dcx500.exe,,Cisco Unified Meeting place Directory Services,10,,
Cisco IP Voice Media Streaming App,,ipvmsapp.exe,,Cisco IP Voice Media Streaming App,10,,
Cisco Unity Connection,,CuCsMgr,,Cisco Unity Conversation Manager,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuMixer,,Cisco Unity Mixer,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuMta,,Cisco Unity MTA,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuImapSvr,,Cisco Unity IMAP Server,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuSmtpSvr,,Cisco Unity SMTP Server,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuNotifier,,Cisco Unity ,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,Cuvrt,,Cisco Unity Voice Recognition Transport,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuSysAgent,,Cisco Unity Connection System Agent,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuGalSvc,,Cisco Unity Groupware Caching Service,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuScavenger,,Cisco Unity Report Data Harvester,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuCmDbEventListener,,Cisco Unity Database Event Listener,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuFileSync,,Cisco Unity File Sync,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuReplicator,,Cisco Unity Replicator ,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuDbProxy,,Cisco Unity Connection DB Proxy,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuSrm,,Cisco Unity Server Role Manager,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuLicSvr,,Cisco Unity License Server,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,CuSnmpAgt,,Cisco Unity SNMP Agent,10,,PH_SYS_APP_VOIP_SERVER
Cisco Unity Connection,,unityoninit,,Cisco Unity Connection DB,10,,PH_SYS_APP_VOIP_SERVER
BigFix,,BESClient.exe,,BigFix BES Client,10,,PH_SYS_APP_MGMT_SERVER
BigFix,,BESClientHelper.exe,,BigFix BES Client Helper,10,,PH_SYS_APP_MGMT_SERVER
Citrix Presentation Server,,HCAService.exe,, Citrix Health Monitoring and Recovery,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,CpSvc.exe,,Citrix Print Manager Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,IMAAdvanceSrv.exe,,Citrix Presentation Server Services Manager,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,RadeSvc.exe,, Citrix Streaming Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,cdmsvc.exe,, Citrix Drive Mapping Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,ctxactivesync.exe,,Citrix Active Synch Server,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,mfcom.exe,, Citrix MFCOM Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,ctxsfosvc64.exe,,Citrix Presentation Server 64-bit Virtual Memory Optimization,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,XTE.exe,, Citrix XTE Server,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,ctxwmisvc.exe,,Citrix WMI Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,wfshell.exe,, Citrix WinFrame Shell,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,concentr.exe,, Citrix Connection center service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,wfcrun32.exe,, Citrix Program Neighborhood Connection Center,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,cdfsvc.exe,,Citrix Metaframe diagnostic facility COM Server ,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,citrix.msam.deployment.service.exe,,Citrix Deployment Server,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,resaggsvc.exe,,Citrix Resource Aggregation Server,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,enginemgrservice.exe,,Citrix File Activation Engine Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,activationservicehost.exe,,Citrix File Activation Host Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,AgentServer.exe,,Citrix Agent Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,pnagent.exe,,Citrix Program Neighborhood Agent Client,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,ssonsvr.exe,,Citrix MetaFrame Client remote administration tool,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,xte.exe,,Citrix MetaFrame XTE Server ,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,icabar.exe,,Citrix MetaFrame Administration Toolbar,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,imasrv.exe,,Citrix Independent Management Architecture (IMA) Server,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,encsvc.exe,,Citrix MetaFrame XP Encryption Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,ctxxmlss.exe,,Citrix  MetaFrame XP XML Service,10,,PH_SYS_APP_TERMINAL_SERVER
Citrix Presentation Server,,ctxsgsvc.exe,,Citrix MetaFrame Secure Gateway Service,10,,PH_SYS_APP_TERMINAL_SERVER
Cisco AnyConnect VPN Client,,vpnagent.exe,,Cisco AnyConnect VPN Client,10,,
Windows DHCP Server,,svchost.exe,"""-k DHCPServer""",Windows DHCP Server,10,,PH_SYS_APP_DHCP_SERVER
